776,GI Reducer Bush 3x1.5in Thai,5
777,GI Reducer Bush 3x2in Thai,6
778,GI Tee 3in Thai,4
779,GI Reducer Bush 3x0.75in Thai,1
780,GI Reducer Bush 4x2in China,1
781,GI Elbow 2.5in Thai,2
782,GI Elbow 2.5in China,2
783,GI Nipple Elbow 2.5in Thai,1
784,GI Tee 2.5in Thai,2
785,GI Nipple 2.5in Thai,5
786,GI 4 Way Tee 2in Thai,2
787,GI Reducer Tee 2x1.5in Thai,3
788,GI Reducer Socket 2x1in Thai,3
789,GI Reducer Elbow 2x1in Thai,1
790,GI Reducer Bush 2.5x1.25 Thai,1
791,GI Union 1.5in Thai,6
792,GI Union 1.25in Thai,4
793,GI Union 1.25in MS,1
794,GI Reducer Tee 1.5x0.75in Thai,1
795,GI Reducer Tee 1.5x1in Thai,1
796,GI Reducer Tee 1.5x1.25in China,1
797,GI Union 0.75in Thai,6
798,GI Union 0.5in Thai,6
799,GI Reducer Socket 2x0.5in China,4
800,GI Reducer Socket 2x0.75in China,4
801,GI Reducer Socket 2x1.25in China,1
802,GI Reducer Bush 1.25x0.75in China,6
803,GI Reducer Bush 1.25x0.5in China,6
804,GI Reducer Socket 1.5x1in Thai,1
805,GI Reducer Socket 1.5x1in Thai,1
806,GI Reducer Elbow 1x0.75in Thai,4
807,GI Reducer Elbow 1x0.5in Thai,6
808,GI Reducer Elbow 2x1in Thai,2
809,GI Reducer Elbow 1.5x1in Thai,3
810,GI Reducer Bush 2x0.75in Thai,3
811,GI Reducer Bush 2x0.5in Thai,1
812,GI Cross Bend 0.5in Thai,10
813,GI Rubber Union 1in Thai,2
814, Aluminum Tape 2in,4
815,GI Socket 1.5in,17
816,GI Bush 2.5x2in,9
817,GI Bush 2.5x1.5in,2
818,GI Bush 2x0.5in,3
819,GI Bush 2x1in,27
820,GI Bush 1.5x1.25in,2
821,GI Bush 2x1.5in,4
822,XX Flange 2in High Pressure,1
823,Omex Sport Light 50W,26
824,GI Socket 2.5in Thai,1
825,GI Reducer Socket 2x1.5in Thai,1
826,Kistanmacher Shattaf Duplicate,6
827,Heeco Shower Flexible Pipe PVC,26
828,Family Ship Shattaf,1
829,XXX,0
830,Tanghetti Shattaf,1
831,Zuhoor Shattaf,0
832,Raya Shattaf,40
833,Biba Shattaf,1
834,Ludher Shattaf,1
835,GS Esco Shattaf,2
836,PVC Spiral Hose,1
837,Modomix Shattaf,1
838,GFC Louver Fan 14in,7
839,GFC Bracket Fan 18in,6
840,GFC Circumatic Fan 18in,4
841,Pak Bracket Fan 18in,18
842,Belvin Bracket Fan 18in,3
843,Buraq Table Fan 16in,2
844,Buraq Stand Fan 16in,3
845,Buraq Table Fan 16in 6 blade AC/DC,2
846,Pak Stand Fan 30in Industrial,1
847,Pak Wall Fan 26in Industrial,1
848,Pak Stand Fan 24in Industrial,1
849,Pak Wall Fan 24in Industrial,1
850,Pak Floor/Desk Fan 18in,1
851,Pak Floor/Desk Fan 16in,3
852,Pak Louver Box Fan 14in,3
853,Pak Louver Bracket Fan,3
854,Pak Louver Pedestal Fan,2
855,Kenwel Wall Fan 16in Electric,5
856,Khaleegia Wall Fan 16in Electric,1
857,Pak Ventilation Fan 6in Window,85
858,Pak Ventilation Fan 16in Heavy Duty,1
859,Pak Propeller Exhaust Fan 12in,1
860,Pak Ventilator Fan 12in GH-30,1
861,Pak Shutter Exhaust Fan 12in,2
862,Pak Shutter Exhaust Fan 8in,1
863,Buraq Ventilation Fan 12in Heavy Duty,1
864,BHD 30,2
865,Buraq Ventilation Fan 12in Industrial,2
866,Khaleegia Exhaust Fan xxin Industrial W/S,2
867,Khaleegia Ventilation Fan 9in Heavy Duty,3
868,Khaleegia Ventilation Fan 12in Industrial KA1230,1
869,XXX,0
870,Khaleegia Exhaust Fan 16in Industrial W/S,1
871,Younas Exhaust Fan 18in,1
872,Buraq Ventilation Fan 18in Heavy Duty,1
873,Khaleegia Ventilation Fan 6in Industrial KA0615,8
874,Khaleegia Ventilation Fan 9in K-M9,2
875,Khaleegia Ventilation Fan xxin K-AC10,1
876,Khaleegia Ventilation Fan 6in K-N6,14
877,Khaleegia Ventilation Fan 6in K-M6,2
878,Khaleegia Ventilation Fan 4in K-N4,1
879,Pak Ventilation Fan P-4,2
880,Younas Ventilation Fan 8in YEG-8,0
881,Younas Exhaust Fan 8in Industrial W/C,3
882,Younas Exhaust Fan 9in Metal,3
883,Khaleegia Duct Pipe Flexible 12x5m KFD-30,1
884,Khaleegia Duct Pipe Flexible 10x5m KFD-25,1
885,Naff Ventilation Fan xxxx,1
886,Super General Ventilation Fan 8in,2
887,Myga Ventilation Fan 8in Window,3
888,Naff Ventilation Fan xxxx Industrial,1
889,Myga Ventilation Fan 6in Window,1
890,Spirex Ventilation Fan 10in,1
891,Spirex Ventilation Fan 8in,2
892,Doormax Ventilation Fan 8in,1
893,Templair Ventilation Fan V-TA-8,1
894,Pak Ventilation Fan 8in N-6,0
895,Pak Ventilator 10in,2
896,Roma Shattaf New,26
897,Pak Ceiling Fan Galaxy Gold,1
898,Pak Pedestal Fan 24in,6
899,Pak Exhaust Fan 8in Light Duty W/G,1
900,Kenwel Ventilation Fan KN-AD8,2
901,Kenwel Ventilation Fan KN-AD8,1
902,Kenwel Ventilation Fan KN-AD6,2
903,Kenwel Bathroom Fan 15/6in K-K6,2
904,Pak Ventilator 12in Portable,1
905,Younas Exhaust Fan 16in,2
906,Hose Pipe Roll-Flat 30FT,11
907,Voylet Spray Gun,12
908,Younas Ventilation Fan 12in,2
909,Hayashi Ventilation Fan xxin 24HCV,1
910,Hayashi Ventilation Fan xxin 25HCV,1
911,Super Miraj Water Heater 50G Horizontal,1
912,D-Rain Toilet Seat and Cover,8
913,ASI Uni Flo Toilet Seat,1
914,WC Seat Toilet Seat Cover White,2
915,PTFE Tapes 0.5inx0.075mm Hees,240
916,Novex Batten Fitting 1x40,50
917,Novex Batten Fitting 2x40,10
918,Novex Batten Fitting 1x20,70
919,Novex Batten Fitting 2x20,20
920,Novex Batten Fitting 2x20,10
921,Philips Batten Fitting 2FT 2x18,24
922,Philips Batten Fitting xxFT 1x18,6
923,Philips Batten Fitting 4FT 3x36,2
924,Philips Batten Fitting 4FT 1x36,1
925,Excel Batten Fitting 2FT 1X20 Double,48
926,AshFord Fluourescent Grill Fitting 4FT 1x36,4
927,Omex Fixture Waterproof 4FT 2x36,2
928,Britan_Nia Fluourescent Batten xxx 4FT 1x40,12
929,Novex Fixture 4FT 2x40 Waterproof,2
930,Atlantis xxx Fitting 4FT Waterproof Dustproof,1
931,Pierlite Flourescent Fixture Channel Fitting Economy 18W,6
932,Crompton Daylight 4FT 36W,75
933,Crompton Daylight 2FT 18W,92
934,Emkay Tube Rod 2FT Yellow,36
935,Galaxy Daylight Rod 4FT 35W,8
936,Ked Brooke Tube Light 1x20,8
937,Myga Tube Fixture 1x20,2
938,Flourescent Mirror Light 1x15,1
939,Belano Bath Mixer Single Lever,7
940,Usong Down Light 150W White,21
941,Usong Down Light 150W,8
942,Usong Down Light 150W 2x20,5
943,Usong Down Light 70W White,7
944,Usong Lamps 60W White Aluminium Die-Casting Bulkhead,7
945,Usong Lamps 100W White Aluminium Die-Casting Bulkhead,7
946,Usong Lamps 60W White Aluminium Die-Casting Bulkhead B01,2
947,Usong Lamps 60W White Aluminium Die-Casting Bulkhead B02,4
948,Garden Lamp,7
949,GFC Exhaust Fan 8in Metal,1
950,Younas Ventilation Fan 6in Delux,1
951,Ventilation Grill MV 250/150 US,1
952,Novex Surface Mounting Box 3x6in White,90
953,Sonic Drain Cover 15x15cm,36
954,Submarine Wire 3x2.5mm,118
955,Unkown CP Jali 15x15cm,6
956,Aqua Steel CP Jali 15x15cm,5
957,Novex Starter S 2,370
958,So Pure Water Purification System Dual,3
959,Klastar PVC Box 3x3,120
960,Junex Water Heater xxx 12G 50,1
961,Junex Water Heater Horizontal,1
962,Barid Hot Water Heater Horizontal,1
963,Everhot Water Heater Vertical 50L,1
964,National Water Heater Horizontal 12G,1
965,GMSA Super Glue,156
966,Nova Flush-cisten Machenisum,4
967,Ariston Water Heater Super G R 80,3
968,Halogen Holder AD73/76-WH,39
969,Halogen Holder AD73/76-CHR,6
970,Halogen Holder AD73/76-GID,3
971,Hitachi Ring Light 20W FC6T9/D,30
972,110 Multiple Outlet Socket,1
973,Novex Bell Switch 1Gang Waterproof,1
974,Kistanmacher Bell Switch 1Gang Waterproof,1
975,Kistanmacher Socket Outlet with 1Gang Switch Waterproof,1
976,Kistanmacher Switch 1Gang Waterproof,1
977,AEG Motor 1.5HP 1400RPM 3Phase,1
978,AEG Motor 5.5HP 2900RPM 3Phase,1
979,China Motor 1400RPM 1Phase,1
980,Adjustable Wrench 12in,1
981,Pipe Wrench 24in,1
982,Pulling Spring 20m,2
983,Pulling Spring 25m,10
984,Pulling Spring 30m,11
985,Naaf Exhaust Fan 8in Round Glass RMA-8,1
986,Astrom Ventilation Fan 8in,1
987,Novex Halogen Lamp M-NFL9107,3
988,Novex Down Light M-KL1623,1
989,NEC Fluorescent Lamp Circular,3
990,Splendor Mercury Bulb 100W,5
991,Splendor Mercury Bulb 150W,2
992,Khaleegia Ventilation Fan 8in K-AC8,1
993,Venezia Hand Shower Shut-off Italy,1
994,pak Circomatic Fan 18”,4
995,Pak ceiling Fan Jazz 56”,12
996,Pak Ceiling Fan Galaxy Gold 56”,3
997,Sonex Ceiling Fan 56” Bravo,5
998,Saynora Ceiling Fan 56”,23
999,Pak Shutter Fan !6” (F910-40),1
1000,Pak Shutter Fan 18” (Fa10-45),1
1001,Juble Clip 000,34
1002,Novex Tube Rod 2ft (18W),68
1003,Novex 15 Round Pm Plug (W),40
1004,CP Tee 0.5in,46
1005,CP R/Bush 0.75x0.5in,82
1006,CP Socket 0.5in,48
1007,XXX,0
1008,CP Reducer Socket 0.75x0.5in,64
1009,CP Nipple 0.5in,57
1010,CP Nipple Socket 0.5x0.5in 30mm,26
1011,CP Nipple Socket 0.5x0.5in 50mm,6
1012,CP Nipple Socket 0.5x0.5in 40mm,1
1013,CP Nipple Socket 0.5x0.5in 25mm,49
1014,CP NIPPLE SOcket 0.5x0.5in 27mm,15
1015,CP NIPPLE SOCKEt 0.5x0.5in 15mm,41
1016,CP NIPPLE SOCKEt 0.5x0.5in 10mm,31
1017,CP NIPPLE SOCKEt 0.5x0.5in 20mm,3
1018,CP NIPPLE SOCKEt 0.5x0.375,4
1019,Pegler Gate Valve 1x0.25,6
1020,Brass 4 Way Tee,4
1021,GM Side Pller Cock,2
1022,Han Sanitar Shattaf Germany,1
1023,XXX,0
1024,Espa Water Pump 0.8HP,2
1025,GroundFos Water Pump 1HP,1
1026,CRI Submersible Drainage Pump 1HP 2in Outlet,2
1027,Calpeda Water Pump 1Hp (NMM2),6
1028,PM Single Lever Sink Mixer Brass Body (A04),6
1029,Belano single Lever Basin mixer,11
1030,CALPEDA Water PUMP 0.5HP TM61E,4
1031,CALPEDA Water PUMP 0.5HP CTM60,7
1032,CALPEDA Water PUMP 0.5HP CT61,4
1033,Zenit Water Pump 0.375KW,2
